剧名称	group_title	发弹幕时刻相对于视频起始时间偏移量	累计点赞数	弹幕内容
撕夜	第4集	94548	0	还有第一次什么？
那年冬至	第5集	67986	0	话别说的这么绝
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	185913	0	笑死了哈哈哈哈哈
北往	第1集	164112	0	这不荣英吗
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	246639	0	好可爱[爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	45890	3	对啊，有间谍。有问题？[没看够][没看够][没看够][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	54493	0	《小嘴巴闭起来 你吵到我的耳朵了》 哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	72273	0	还行吧感觉
北往	第4集	13924	0	假死？
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	27301	0	咦，看表情不就知道了？
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	242771	10	俺不中了
北往	第3集	135542	0	[送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	33015	0	雷巴刀
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	193938	0	哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	73990	3	[送花][送花][送花]
北往	第1集	115418	0	老皮
荒年全村啃树皮，我有系统满仓肉	第2集	98877	0	春节祝福
撕夜	第2集	91276	1	我看到资方了[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	104837	0	油嘴滑舌[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	97460	0	王妈？
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	96271	0	少妇杀手[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	274328	0	哈哈，和我儿子同款
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	105085	0	这个也好帅[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	23667	0	终于出第三部了。
那年冬至	第1集	7977	0	哇哇哇 好高清[爽]
荒年全村啃树皮，我有系统满仓肉	第3集	49477	0	不会说拿出去卖嘛？
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	261055	0	好可爱
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	82738	0	细节西医
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	88371	0	英宝[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	219815	0	牛x
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	79711	0	优雅[没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	4391	0	太火啦吧[微笑][微笑][微笑]
幸得相遇离婚时	第3集	51608	0	连孕妇都不放过[捂脸]
北往	第3集	140166	0	家里家外的小爽吗
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	258485	0	咋这么萌
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	30001	0	17狼来了[奸笑][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	49951	0	找了個姐姐[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	192119	0	三哥:我迪迦驾到。通
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	96731	0	好搞笑
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	112600	0	超级加辈
北往	第1集	26477	0	甘蔗？！
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	174722	0	五岁小孩子的智商吗？[笑哭]懂这么多
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	88242	0	卡卡好帅哟
北往	第4集	14856	0	哈哈哈哈哈
幸得相遇离婚时	第1集	7791	0	青梅竹马[笑哭][笑哭][笑哭]
家里家外	第1集	65443	0	二刷加一
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	90664	10	婴儿肥[笑哭]医生真实诚
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	103601	0	婴儿肥[笑哭]
那年冬至	第5集	69550	0	真的吗？反正我是不信的[偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	115065	1	好萌啊，好可爱啊啊陈添祥
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	5129	0	我也期待已久了终于。到了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	135308	0	不是出车祸么
北往	第1集	26188	0	老欧姐姐别看了赶紧睡觉吧[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	179539	0	笑死我了
撕夜	第1集	103055	0	这个我已经看了三遍了
那年冬至	第5集	128157	0	有种付云深的感觉
撕夜	第1集	38939	1	[笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	264126	0	好萌啊
撕夜	第1集	43605	0	[赞]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	203942	0	喜死了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	93845	0	哈哈
那年冬至	第4集	5279	0	女主[捂脸]太绝了[捂脸]
家里家外	第2集	1322	11	第1部没火第2部火了。看了第2部又来看第1部。
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	96227	0	呵呵
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	25060	3	添添好可爱
北往	第1集	187153	0	二刷 好看
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	178235	0	这也太可爱了吧hhhh[偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	117154	0	怎么能有这么帅的人？
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	185214	0	这谁？
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	81949	0	大哥
荒年全村啃树皮，我有系统满仓肉	第3集	26974	12	孩子好可怜
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	7955	0	终于出了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	23614	0	等好久了！
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	82441	15	太奶奶霸气[赞]
家里家外	第3集	30939	0	过去的相依为命挺好。
北往	第2集	58422	0	加油的油钱够买多少张火车票了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	100530	0	王妈别跟我抢[偷笑][偷笑]
撕夜	第3集	89137	0	我二刷了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	233592	0	老三三年没回来了啊
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	85022	0	停止散发魅力
北往	第1集	165831	0	这不是美珍嘛！越来越好了。
北往	第5集	142862	0	请看VCR
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	234508	0	停停，宝子们那么帅，
天下第一纨绔	第3集	93825	0	两个大哥也赶不上。
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	66871	0	我老公
北往	第2集	59830	0	边走边看风景不错[捂脸][捂脸][捂脸]
那年冬至	第1集	126778	0	二刷了
撕夜	第4集	22729	0	男主不要伤害自己。
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	18159	0	来啦来啦[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	153839	0	应该拜师
北往	第1集	301129	0	公路片 这不就来了么
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	249828	22	好可爱
家里家外	第4集	89512	0	这个娃儿教得好的很
幸得相遇离婚时	第1集	142858	0	一眼万年啊
那年冬至	第2集	40139	0	好萌呀哈哈哈哈被吓磕巴了
天下第一纨绔	第3集	111193	0	捧杀，阳萌
家里家外	第5集	136433	0	道具用心了
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	163487	2	[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	271620	0	想刀一个人的眼神是藏不住的
北往	第1集	168568	0	不是
天下第一纨绔	第1集	17240	0	重复刷七十三遍。
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	3229	0	终于第三部上线了
幸得相遇离婚时	第2集	129812	0	孕妇真的怕热[笑哭]
撕夜	第2集	92520	0	烟掉了[捂脸]
北往	第5集	28560	0	大娘给力啊
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	192407	0	哈哈哈，奥特曼可还行[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	86525	0	眼袋好大
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	24770	0	一伙的啦
幸得相遇离婚时	第5集	99776	0	小孩叔真帅[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	184722	0	老三挺会整活[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	177889	0	笑死个人了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	20157	1	三刷添添这一段，帅萌帅萌的[爱慕][爱慕]
幸得相遇离婚时	第3集	45281	0	阿哲的歌，真好听！
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	100079	0	妈妈
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	136344	0	好好看，终于来了
那年冬至	第4集	63453	0	关心下工具[捂脸][捂脸]
北往	第1集	78033	0	兽面人心
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	2213	0	最爽的来了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	177019	0	这到底是什么剧笑死？
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	46720	1	还是小少爷最帅
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	12953	0	啊啊啊啊啊终于上线了[没看够][没看够][没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	173870	0	哈哈哈，老年大学[捂脸][捂脸][鼓掌][偷笑]
荒年全村啃树皮，我有系统满仓肉	第3集	98494	0	[没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	195801	0	不要晚恋
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	70605	0	你搁这炼丹呢？还49天
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	15414	0	终于来了。[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	4261	0	再打一顿就好了[尬笑]
撕夜	第1集	255464	0	[没看够][求爆更]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	91715	0	太好笑了吧，年轻人，恋爱老年人。
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	207393	0	[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	86848	0	老阿姨都想凑热闹[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	4015	0	[没看够][没看够][没看够][没看够]
撕夜	第3集	30773	0	二刷[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	63719	0	[偷笑]
北往	第5集	128866	0	在河里面
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	13314	0	终于上新了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	202285	0	bgm好评
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	169459	0	帅啊
荒年全村啃树皮，我有系统满仓肉	第2集	113279	0	有那么老吗这么多儿子[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	261883	54	吓太奶奶一跳
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	145997	0	比AI还强
撕夜	第3集	78252	0	[爱慕][爱慕][爱慕][爱慕][爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	13040	0	终于等到啦[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	208383	0	[爱慕][爱慕][爱慕]
幸得相遇离婚时	第4集	47691	0	[捂脸][捂脸][捂脸]
那年冬至	第1集	618	0	翅翅！！
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	23682	0	肯定是这个司机的，又想偷梁换柱想成为纪家子孙分家产
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	243846	0	太喜欢了[爱慕][爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	130629	0	神医
天下第一纨绔	第2集	27901	0	我没猜错的话，最厉害的，绝对是那个纨绔，隐藏身份的[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	86729	0	要不要那么颠[捂脸]
那年冬至	第4集	18109	0	[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	4094	1	第四集来了吗我没看
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	131354	0	[笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	97133	0	[没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	195222	0	我想过很多出场方式，没想到是这种
北往	第5集	118010	0	[捂脸][捂脸][捂脸]
天下第一纨绔	第4集	47898	0	找徒弟呢
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	86261	0	汪汪队眼前一黑
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	129625	0	妙手回春啊
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	21294	0	又被发现了
那年冬至	第1集	2737	0	前排
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	155120	0	拿捏了
幸得相遇离婚时	第2集	76693	0	刘萧旭就是帅
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	117648	0	王妈都不放过
那年冬至	第4集	51667	0	[偷笑][偷笑][偷笑]
撕夜	第4集	106212	0	[爽][爽][爽]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	116116	0	停停停 这是添添。？
天下第一纨绔	第1集	125784	0	苏查哈尔灿
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	151826	0	什么针灸和中药能治疗驼背
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	252031	0	又撩[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	103694	0	还想说老爷子也有压迫感呢，结果看见妈妈，画风突然变了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	197398	0	救命啊，是迪迦奥特曼
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	57840	0	最帅呗
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	153943	0	添添好帅
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	196240	0	我猜就是这首歌[鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	210251	0	变脸比翻书还快。
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	270135	0	那是以前
天下第一纨绔	第1集	141563	2	[赞]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	59653	0	三肯定是装的
撕夜	第1集	292777	0	下期见！
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	107854	7	就是他老婆，她老婆专治不服[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	186163	0	八十岁大孩子[笑哭]
撕夜	第4集	34379	28	不要啊
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	41156	0	[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	100984	0	还得是英宝
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	13339	0	终于来了
撕夜	第1集	236938	0	[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	46436	0	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	246823	0	添宝好可爱
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	19400	0	大哥，完了呢？
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	69809	0	好可爱呀！
云渺1：我修仙多年强亿点怎么了	第1集	77134	0	来看小亿了！[送花][送花][送花]
北往	第5集	172797	0	[笑哭][笑哭][笑哭][笑哭]
撕夜	第5集	39048	7	复仇了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	166030	0	《上网，我害怕》
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	36099	0	太可爱啦！！
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	24120	0	司机的孩子
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	81272	0	还在肚子里怎么做DNA
家里家外	第3集	61967	0	真的像朱一龙
家里家外	第2集	29488	0	这剧绝对是短剧界的天花板
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	198705	0	[笑哭]
